review_id,review_text,review_rating,review_title
196960742,Mes cheveux sont devenu doux et lustr¨¦. Il y a des ann¨¦es que je recherchais un produit comme celui l¨¤.,5.0,Mes cheveux sont devenu doux et lustr¨¦. Il y a des ann¨¦es que je recherchais un produit comme celui l¨¤.
196960746,"Les produits fructis sont des produits merveilleux que j'adore, laissant mes cheveux en sant¨¦!",5.0,"Les produits fructis sont des produits merveilleux que j'adore, laissant mes cheveux en sant¨¦!"
196960765,"J'ai d¨¦j¨¤ achet¨¦ un produit pour cheveux endommag¨¦s. Par contre, j'ai trouv¨¦ mes cheuveux tr¨¨s gras. L'allure et la texture qu'ils avaient ¨¦tait loin d'¨ºtre beau.",5.0,"J'ai d¨¦j¨¤ achet¨¦ un produit pour cheveux endommag¨¦s. Par contre, j'ai trouv¨¦ mes cheuveux tr¨¨s gras. L'allure et la texture qu'ils avaient ¨¦tait loin d'¨ºtre beau."
196960767,Jai essayer ce produit et Jai vu la diff¨¦rence apr¨¨s seulement 3 semaines d'utilisation..merci,4.0,Jai essayer ce produit et Jai vu la diff¨¦rence apr¨¨s seulement 3 semaines d'utilisation..merci
196960768,J'adore garnier je m'en sert tout les jours,5.0,J'adore garnier je m'en sert tout les jours
196960771,J adore ce produit ? prix abordable. Il rend mes cheveux soigneux et doux.,4.0,J adore ce produit ? prix abordable. Il rend mes cheveux soigneux et doux.
196960841,produit vraiment efficace. J'ai de beau cheveux avec ce produit.Une pure merveille.,5.0,produit vraiment efficace. J'ai de beau cheveux avec ce produit.Une pure merveille.
196960850,oh my god quel produit il est merveilleux  merci et en plus ?a sent super bon,4.0,oh my god quel produit il est merveilleux  merci et en plus ?a sent super bon
196960907,J'ai bien aim¨¦ ce produit! Il a aid¨¦ a r¨¦parer mes pointes fourchues,4.0,J'ai bien aim¨¦ ce produit! Il a aid¨¦ a r¨¦parer mes pointes fourchues
196961000,"Le produit fonctionne tr¨¨s bien , mes. Cheveux sont beaucoup plus doux maintenant, ils sont aoyeux et lustr¨¦",4.0,"Le produit fonctionne tr¨¨s bien , mes. Cheveux sont beaucoup plus doux maintenant, ils sont aoyeux et lustr¨¦"
